Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Internet of Things Framework for Smart Home Building","Digital Transformation and Global Society","","","","10.1007/978-3-319-49700-6_45","Sylvia IlievaAndrey PenchevDessislava Petrova-Antonova","2016","http://link.springer.com/chapter/10.1007/978-3-319-49700-6_45","Chapter"
"Privacy Aware Access Control for Cloud-Based Data Platforms","Cyber Security and Privacy","","","","10.1007/978-3-319-25360-2_3","Dónal McCarthyPaul MaloneJohannes HangeKenny DoyleEric RobsonDylan ConwayStepan IvanovŁukasz RadziwonowiczRobert KleinfeldTheodoros MichalareasTimotheos KastrinogiannisNikos StasinosFenareti Lampathaki","2015","http://link.springer.com/chapter/10.1007/978-3-319-25360-2_3","Chapter"
"Introduction","Docker for Data Science","","","","10.1007/978-1-4842-3012-1_1","Joshua Cook","2017","http://link.springer.com/chapter/10.1007/978-1-4842-3012-1_1","Chapter"
"SPEAKER: Split-Phase Execution of Application Containers","Detection of Intrusions and Malware, and Vulnerability Assessment","","","","10.1007/978-3-319-60876-1_11","Lingguang LeiJianhua SunKun SunChris ShenefielRui MaYuewu WangQi Li","2017","http://link.springer.com/chapter/10.1007/978-3-319-60876-1_11","Chapter"
"Tailoring Agent Platforms with Software Product Lines","Multiagent System Technologies","","","","10.1007/978-3-319-27343-3_1","Lars BraubachAlexander PokahrJulian KalinowskiKai Jander","2015","http://link.springer.com/chapter/10.1007/978-3-319-27343-3_1","Chapter"
"Accelerating Towards DevOps","Enterprise DevOps Framework","","","","10.1007/978-1-4842-3612-3_9","Shamayel M. Farooqui","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3612-3_9","Chapter"
"API governance support through the structural analysis of REST APIs","Computer Science - Research and Development","","33","3 - 4","10.1007/s00450-017-0384-1","Florian HauptFrank LeymannKarolina Vukojevic-Haupt","2018","http://link.springer.com/article/10.1007/s00450-017-0384-1","Article"
"Framework for Management of Multi-tenant Cloud Environments","Cloud Computing – CLOUD 2018","","","","10.1007/978-3-319-94295-7_21","Marek BeranekVladimir KovarGeorge Feuerlicht","2018","http://link.springer.com/chapter/10.1007/978-3-319-94295-7_21","Chapter"
"Implementing Energy Service Automation Using Cloud Technologies and Public Communications Networks","Sustainable Cloud and Energy Services","","","","10.1007/978-3-319-62238-5_3","Claudia Battistelli Ph.D.Padraic McKeever M.ScStephan Gross M.ScFerdinanda Ponci Ph.D.Antonello Monti Ph.D.","2018","http://link.springer.com/chapter/10.1007/978-3-319-62238-5_3","Chapter"
"ProMAT—A Project Management Assessment Tool for Virtual Consulting","Digital Transformation of the Consulting Industry","","","","10.1007/978-3-319-70491-3_14","Volker NissenJochen KuhlHendrik KräftHenry SeifertJakob ReiterJim Eidmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-70491-3_14","Chapter"
"Business Information Systems in a Networked, Smart and Open Environment","Network, Smart and Open","","","","10.1007/978-3-319-62636-9_1","Rita LambogliaAndrea CardoniRenata Paola DameriDaniela Mancini","2018","http://link.springer.com/chapter/10.1007/978-3-319-62636-9_1","Chapter"
"Introduction","My Cognitive autoMOBILE Life","","","","10.1007/978-3-662-54677-2_1","Sebastian WedeniwskiStephen Perun","2017","http://link.springer.com/chapter/10.1007/978-3-662-54677-2_1","Chapter"
"Distributed software Agents for WWW-based Tourism Information Systems (DATIS)","Information and Communication Technologies in Tourism 1997","","","","10.1007/978-3-7091-6848-6_6","Thomas Steiner","1997","http://link.springer.com/chapter/10.1007/978-3-7091-6848-6_6","Chapter"
"Data Formats and Types","PHP 7 Zend Certification Study Guide","","","","10.1007/978-1-4842-3246-0_7","Andrew Beak","2017","http://link.springer.com/chapter/10.1007/978-1-4842-3246-0_7","Chapter"
"Notes on ensembles of IoT, network functions and clouds for service-oriented computing and applications","Service Oriented Computing and Applications","","12","1","10.1007/s11761-018-0228-2","Hong-Linh TruongNanjangud C. NarendraKwei-Jay Lin","2018","http://link.springer.com/article/10.1007/s11761-018-0228-2","Article"
"The Hybrid IT, the Characteristics and Capabilities","Automated Workflow Scheduling in Self-Adaptive Clouds","","","","10.1007/978-3-319-56982-6_11","G. KousalyaP. BalakrishnanC. Pethuru Raj","2017","http://link.springer.com/chapter/10.1007/978-3-319-56982-6_11","Chapter"
"Digital Preservation Metadata Practice for Web Archives","Digital Preservation Metadata for Practitioners","","","","10.1007/978-3-319-43763-7_6","Clément OuryKarl-Rainer BlumenthalSébastien Peyrard","2016","http://link.springer.com/chapter/10.1007/978-3-319-43763-7_6","Chapter"
"PVInGrid: A Distributed Infrastructure for Evaluating the Integration of Photovoltaic Systems in Smart Grid","Technological Innovation for Smart Systems","","","","10.1007/978-3-319-56077-9_31","Lorenzo BottaccioliEnrico MaciiEdoardo PattiAbouzar EstebsariEnrico PonsAndrea Acquaviva","2017","http://link.springer.com/chapter/10.1007/978-3-319-56077-9_31","Chapter"
"Industrial IoT für Smart Grid-Anwendungen im Feld","e & i Elektrotechnik und Informationstechnik","","135","3","10.1007/s00502-018-0617-4","Tobias Gawron-DeutschKonrad DiwoldStephan CejkaMartin MatschnigAlfred Einfalt","2018","http://link.springer.com/article/10.1007/s00502-018-0617-4","Article"
"SKALD: A Scalable Architecture for Feature Extraction, Multi-user Analysis, and Real-Time Information Sharing","Information Security","","","","10.1007/978-3-319-45871-7_15","George D. WebsterZachary D. HanifAndre L. P. LudwigTamas K. LengyelApostolis ZarrasClaudia Eckert","2016","http://link.springer.com/chapter/10.1007/978-3-319-45871-7_15","Chapter"
"Model of an Integration Bus of Data and Ontologies of Smart Cities Processes","Transactions on Computational Collective Intelligence XXV","","","","10.1007/978-3-662-53580-6_5","Cezary OrłowskiArtur ZiółkowskiAleksander OrłowskiPaweł KapłańskiTomasz SitekWitold Pokrzywnicki","2016","http://link.springer.com/chapter/10.1007/978-3-662-53580-6_5","Chapter"
"DAHS: A Distributed Data-as-a-Service Framework for Data Analytics in Healthcare","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-02607-3_45","Pruet BoonmaJuggapong NatwichaiKrit KhwanngernPanutda Nantawad","2019","http://link.springer.com/chapter/10.1007/978-3-030-02607-3_45","Chapter"
"About the Complexity to Transfer Cloud Applications at Runtime and How Container Platforms Can Contribute?","Cloud Computing and Service Science","","","","10.1007/978-3-319-94959-8_2","Nane Kratzke","2018","http://link.springer.com/chapter/10.1007/978-3-319-94959-8_2","Chapter"
"Introduction to DevOps","Pro DevOps with Google Cloud Platform","","","","10.1007/978-1-4842-3897-4_1","Pierluigi Riti","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3897-4_1","Chapter"
"Adapter Pattern","Practical Python Design Patterns","","","","10.1007/978-1-4842-2680-3_6","Wessel Badenhorst","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2680-3_6","Chapter"
"Composition of Advanced (
                  
                    
                  
                  $$\mu $$
                )Services for the Next Generation of the Internet of Things","Software Technologies: Applications and Foundations","","","","10.1007/978-3-319-50230-4_34","Amleto Di SalleFrancesco GalloClaudio Pompilio","2016","http://link.springer.com/chapter/10.1007/978-3-319-50230-4_34","Chapter"
"Contextual Factors of Architectural Strategy for Complex Systems","Information Systems: Research, Development, Applications, Education","","","","10.1007/978-3-319-66996-0_8","Mirjana MaricPredrag MatkovicPere TumbasVeselin Pavlicevic","2017","http://link.springer.com/chapter/10.1007/978-3-319-66996-0_8","Chapter"
"Understanding Docker Compose","Practical Docker with Python","","","","10.1007/978-1-4842-3784-7_7","Sathyajith Bhat","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3784-7_7","Chapter"
"Towards a Scalable Framework for Artifact-Centric Business Process Management Systems","Web Information Systems Engineering – WISE 2016","","","","10.1007/978-3-319-48743-4_25","Jiankun LeiRufan BaiLipeng GuoLiang Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-48743-4_25","Chapter"
"PREMIS in Open-Source Software: Islandora and Archivematica","Digital Preservation Metadata for Practitioners","","","","10.1007/978-3-319-43763-7_16","Mark JordanEvelyn McLellan","2016","http://link.springer.com/chapter/10.1007/978-3-319-43763-7_16","Chapter"
"A Progressive Web Application on Ancient Roman Empire Coins and Relevant Historical Figures with Graph Database","Digital Heritage. Progress in Cultural Heritage: Documentation, Preservation, and Protection","","","","10.1007/978-3-030-01765-1_26","Kun HuJianfeng Zhu","2018","http://link.springer.com/chapter/10.1007/978-3-030-01765-1_26","Chapter"
"Service Cutter: A Systematic Approach to Service Decomposition","Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-44482-6_12","Michael GyselLukas KölbenerWolfgang GierscheOlaf Zimmermann","2016","http://link.springer.com/chapter/10.1007/978-3-319-44482-6_12","Chapter"
"Towards Osmotic Computing: Looking at Basic Principles and Technologies","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-61566-0_86","Massimo VillariAntonio CelestiMaria Fazio","2018","http://link.springer.com/chapter/10.1007/978-3-319-61566-0_86","Chapter"
"Agnostic Informatics System of Systems: The Open ISoS Services Framework","Collaboration in a Data-Rich World","","","","10.1007/978-3-319-65151-4_37","A. Luis OsórioAdam BelloumHamideh AfsarmaneshLuis M. Camarinha-Matos","2017","http://link.springer.com/chapter/10.1007/978-3-319-65151-4_37","Chapter"
"Reasoning maps for decision aid: an integrated approach for problem-structuring and multi-criteria evaluation","Journal of the Operational Research Society","","59","5","10.1057/palgrave.jors.2602347","G MontibellerV BeltonF AckermannL Ensslin","2008","http://link.springer.com/article/10.1057/palgrave.jors.2602347","Article"
"A full stack for quick prototyping of IoT solutions","Annals of Telecommunications","","73","7 - 8","10.1007/s12243-018-0644-5","Daniele MazzeiGiacomo BaldiGabriele MonteliscianiGualtiero Fantoni","2018","http://link.springer.com/article/10.1007/s12243-018-0644-5","Article"
"A Generic Framework for Quality-Based Autonomic Adaptation Within Sensor-Based Systems","Service-Oriented Computing – ICSOC 2016 Workshops","","","","10.1007/978-3-319-68136-8_2","Antoine AugerErnesto ExpositoEmmanuel Lochin","2017","http://link.springer.com/chapter/10.1007/978-3-319-68136-8_2","Chapter"
"Multi-cloud Management: Technologies, Tools, and Techniques","Software-Defined Cloud Centers","","","","10.1007/978-3-319-78637-7_10","Pethuru RajAnupama Raman","2018","http://link.springer.com/chapter/10.1007/978-3-319-78637-7_10","Chapter"
"C-Grid: Enabling iRODS-based Grid Technology for Community Health Research","Information Technology in Bio- and Medical Informatics","","","","10.1007/978-3-642-40093-3_2","Nitin SukhijaArun K. Datta","2013","http://link.springer.com/chapter/10.1007/978-3-642-40093-3_2","Chapter"
"Exploring Software Process Variation Arising from Differences in Situational Context","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-64218-5_3","Paul M. ClarkeRory V. O’ConnorDavid SolanPeter ElgerMurat YilmazAdam EnnisMark GerritySean McGrathRyan Treanor","2017","http://link.springer.com/chapter/10.1007/978-3-319-64218-5_3","Chapter"
"High Quality at Short Time-to-Market: Challenges Towards This Goal and Guidelines for the Realization","Software Quality: Methods and Tools for Better Software and Systems","","","","10.1007/978-3-319-71440-0_7","Frank ElberzhagerMatthias Naab","2018","http://link.springer.com/chapter/10.1007/978-3-319-71440-0_7","Chapter"
"DevOps Adoption Benefits and Challenges in Practice: A Case Study","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_44","Leah Riungu-KalliosaariSimo MäkinenLucy Ellen LwakatareJuha TiihonenTomi Männistö","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_44","Chapter"
"Collaborative Non-linear Storytelling Around 3D Objects","Advances in Web-Based Learning – ICWL 2018","","","","10.1007/978-3-319-96565-9_9","Peter de LangePetru NicolaescuJan BenscheidRalf Klamma","2018","http://link.springer.com/chapter/10.1007/978-3-319-96565-9_9","Chapter"
"The BigDataEurope Platform – Supporting the Variety Dimension of Big Data","Web Engineering","","","","10.1007/978-3-319-60131-1_3","Sören AuerSimon ScerriAad VerstedenErika PauwelsAngelos CharalambidisStasinos KonstantopoulosJens LehmannHajira JabeenIvan ErmilovGezim SejdiuAndreas IkonomopoulosSpyros AndronopoulosMandy VlachogiannisCharalambos PappasAthanasios DavettasIraklis A. Klampanos","2017","http://link.springer.com/chapter/10.1007/978-3-319-60131-1_3","Chapter"
"Applying Our Learnings: Alexa Skills Kit","Practical Bot Development","","","","10.1007/978-1-4842-3540-9_14","Szymon Rozga","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3540-9_14","Chapter"
"Streamlining APIfication by Generating APIs for Diverse Executables Using Any2API","Cloud Computing and Services Science","","","","10.1007/978-3-319-29582-4_12","Johannes WettingerUwe BreitenbücherFrank Leymann","2016","http://link.springer.com/chapter/10.1007/978-3-319-29582-4_12","Chapter"
"Resilience analysis of service-oriented collaboration process management systems","Service Oriented Computing and Applications","","12","1","10.1007/s11761-018-0233-5","Paul de VriezeLai Xu","2018","http://link.springer.com/article/10.1007/s11761-018-0233-5","Article"
"Microcalcifications Segmentation Procedure Based on Morphological Operators and Histogram Filtering","XII Mediterranean Conference on Medical and Biological Engineering and Computing 2010","","","","10.1007/978-3-642-13039-7_89","M. A. DuarteA. V. AlvarengaC. M. AzevedoA. F. C. InfantosiW. C. A. Pereira","2010","http://link.springer.com/chapter/10.1007/978-3-642-13039-7_89","Chapter"
"Concept and benchmark results for Big Data energy forecasting based on Apache Spark","Journal of Big Data","","5","1","10.1186/s40537-018-0119-6","Jorge Ángel González OrdianoAndreas BartschatNicole LudwigEric BraunSimon WaczowiczNicolas RenkampNico PeterClemens DüpmeierRalf MikutVeit Hagenmeyer","2018","http://link.springer.com/article/10.1186/s40537-018-0119-6","Article"
"Optimally Storing the User Interaction in Mashup Interfaces Within a Relational Database","Current Trends in Web Engineering","","","","10.1007/978-3-319-46963-8_18","Antonio Jesús Fernández-GarcíaLuis IribarneAntonio CorralJavier CriadoJames Z. Wang","2016","http://link.springer.com/chapter/10.1007/978-3-319-46963-8_18","Chapter"
